id,week,team,points,talent,home,totalYards,rushingYards,netPassingYards,yardsPerPass,yardsPerRushAttempt,firstDowns,turnovers,defensiveTDs,sacks,kickReturnYards,kickReturnTDs
401110781,2,Missouri,38,642.83,1,382,232,150,5.4,4.6,26,0,1,3,0,0
401112101,6,Kansas,20,528.62,1,360,130,230,8.2,4.1,18,0,0,2,108,0
401112110,9,Kansas State,48,543.49,1,426,213,213,7.6,4.7,24,0,0,2,78,0
401112082,12,Baylor,31,668.9,1,307,113,194,6.7,4.9,18,2,0,4,76,0
401112118,7,Texas,27,877.91,1,310,100,210,5.5,2.8,25,0,0,0,79,0
401112116,3,UCLA,14,741.4,1,311,110,201,7.7,3.0,21,2,0,2,23,0
401112121,14,Oklahoma State,16,644.42,1,335,128,207,6.5,4.4,20,2,0,3,36,0
401112103,9,Kansas,37,528.62,1,527,112,415,11.2,3.5,22,1,0,0,103,0
401112142,11,West Virginia,17,639.11,1,549,51,498,8.2,2.8,25,4,0,0,53,0
401112078,7,Baylor,33,668.9,1,525,173,352,9.3,4.6,27,3,0,10,111,0
401112138,14,Texas,49,877.91,1,610,262,348,12.4,5.5,29,0,0,4,34,0
401112117,5,Oklahoma,55,869.53,1,644,201,443,13.0,6.7,24,1,0,1,29,0
401112141,3,Arizona,28,570.07,1,499,314,185,8.0,5.1,23,3,0,0,0,0
401112104,10,Kansas,10,528.62,1,241,61,180,6.9,2.4,12,2,0,1,62,0
401112113,13,Texas Tech,27,577.21,1,512,144,368,7.4,4.6,26,2,0,1,146,0
401112111,11,Texas,27,877.91,1,477,214,263,9.1,5.9,24,1,0,3,0,0
401110792,3,Mississippi State,24,732.68,1,352,201,151,5.6,4.6,21,3,0,1,71,0
401112108,5,Oklahoma State,26,644.42,1,526,373,153,6.1,8.5,21,2,0,1,0,0
401112084,14,Kansas,6,528.62,1,258,142,116,3.7,4.1,14,6,0,1,74,0
401112077,6,Kansas State,12,543.49,1,341,123,218,6.4,3.1,21,2,0,1,74,0
401112081,11,TCU,23,691.63,1,308,168,140,4.5,3.4,18,2,0,3,30,0
401132974,15,Oklahoma,30,869.53,1,433,146,287,12.0,2.9,21,2,0,6,43,0
401112075,4,Rice,13,397.04,1,242,64,178,5.7,1.8,17,1,0,4,41,0
401112079,8,Oklahoma State,27,644.42,1,469,281,188,5.2,5.6,27,3,0,4,69,0
401112444,2,NC State,41,668.85,1,540,309,231,7.0,5.8,32,0,0,8,0,0
401110855,13,Alabama,66,984.96,1,541,231,310,20.7,5.5,23,1,1,4,42,0
401112460,4,NC State,34,668.85,1,371,186,185,5.4,4.5,23,2,1,4,100,0
401119272,6,Northern Illinois,20,397.98,1,388,147,241,5.6,4.7,18,3,0,4,20,0
401119296,11,Western Michigan,35,452.05,1,506,382,124,5.2,7.3,27,0,0,2,84,0
401119309,13,Kent State,41,313.22,1,635,266,369,14.2,5.5,29,0,0,2,134,0
401119276,7,Eastern Michigan,23,317.49,1,372,89,283,7.9,2.7,21,4,0,2,54,0
401112477,7,NC State,16,668.85,1,364,104,260,8.4,3.1,21,1,0,8,41,0
401112492,9,Florida State,35,878.07,1,487,241,246,7.7,5.1,26,0,0,7,0,0
401112202,2,Maryland,63,703.94,1,650,354,296,7.8,7.9,29,1,0,4,20,0
401112434,1,Liberty,0,153.48,1,234,-4,238,5.7,-0.1,18,4,0,4,48,0
401112516,13,Louisville,56,645.84,1,608,370,238,11.9,9.0,25,1,0,2,142,0
401112509,12,Duke,6,633.24,1,279,122,157,3.9,2.7,19,3,0,1,73,0
401112503,11,NC State,10,668.85,1,290,124,166,5.7,4.0,13,4,0,1,33,0
401112467,5,North Carolina,20,697.75,1,290,146,144,5.3,4.1,14,0,0,1,25,0
401112485,8,Louisville,10,645.84,1,263,156,107,4.9,3.6,15,3,0,2,38,0
401110870,14,South Carolina,3,762.68,1,174,69,105,3.9,2.7,9,1,0,1,0,0
401112449,3,Syracuse,6,574.82,1,187,15,172,5.9,0.4,10,1,0,0,14,0
401119260,2,Ball State,57,327.92,1,596,152,444,10.6,4.3,29,2,0,4,41,0
401112150,7,Illinois,25,661.73,1,256,64,192,6.6,1.5,17,2,0,0,38,0
401112208,10,Maryland,7,703.94,1,234,130,104,4.7,2.8,16,1,1,0,113,1
401112226,8,Penn State,28,857.34,1,283,101,182,7.3,3.5,14,0,0,2,65,0
401112224,4,Wisconsin,35,675.8,1,487,359,128,8.0,6.3,25,0,0,4,11,0
401112167,13,Indiana,14,603.81,1,321,97,224,7.5,2.6,19,2,0,2,0,0
401112153,10,Illinois,38,661.73,1,295,175,120,10.9,4.7,12,0,2,3,17,0
401112261,14,Penn State,27,857.34,1,333,252,81,5.4,5.5,17,1,0,3,78,0
401112192,2,Iowa,30,637.65,1,438,194,244,7.2,5.0,23,0,0,1,0,0
401112225,5,Michigan,52,853.4,1,476,141,335,12.4,3.4,28,1,0,2,13,0
401112162,7,Indiana,35,603.81,1,557,260,297,8.5,6.8,25,2,2,6,13,0
401112156,14,Illinois,10,661.73,1,160,14,146,6.3,0.5,9,2,0,0,89,0
401112242,6,Nebraska,13,729.47,1,319,133,186,7.4,3.3,12,0,0,2,19,0
401112245,1,Stanford,17,787.59,1,365,132,233,6.9,3.4,21,2,0,6,41,0
401112247,5,Wisconsin,24,675.8,1,243,130,113,4.7,3.6,13,2,4,10,69,0
401112165,10,Indiana,34,603.81,1,414,144,270,10.8,2.8,24,0,0,1,18,0
401112200,14,Nebraska,24,729.47,1,284,184,100,4.3,3.3,18,1,1,0,15,0
401112086,3,Iowa State,17,597.15,1,418,91,327,9.3,4.8,20,2,0,4,46,0
401112194,6,Michigan,10,853.4,1,267,120,147,5.7,3.6,13,1,0,16,19,0
401112198,11,Wisconsin,24,675.8,1,472,299,173,6.9,6.5,24,2,0,1,69,0
401112197,9,Northwestern,0,612.62,1,202,64,138,4.3,1.8,13,1,0,2,36,0
401112085,1,Iowa State,29,597.15,1,463,185,278,6.8,4.1,26,1,0,6,23,0
401112088,6,Iowa State,49,597.15,1,436,189,247,10.3,5.1,21,0,1,2,49,0
401112133,12,Texas Tech,31,577.21,1,402,69,333,10.1,3.8,16,2,0,3,106,0
401112109,8,Kansas State,24,543.49,1,266,94,172,7.5,2.8,14,0,0,4,79,0
401112120,13,Oklahoma,28,869.53,1,511,366,145,6.9,5.7,30,3,0,2,74,0
401112130,3,Purdue,13,607.4,1,204,23,181,6.2,0.9,8,2,0,6,55,0
401112127,10,Oklahoma State,34,644.42,1,459,301,158,10.5,7.3,17,1,0,5,57,0
401112093,12,Iowa State,23,597.15,1,466,112,354,7.2,3.7,26,1,0,2,0,0
401112137,6,West Virginia,31,639.11,1,463,96,367,8.0,4.2,24,4,0,3,61,0
401112083,13,Baylor,24,668.9,1,391,163,228,8.4,4.4,22,1,0,5,0,0
401112132,9,TCU,37,691.63,1,435,162,273,10.1,4.0,22,2,0,2,68,0
401112136,3,Rice,13,397.04,1,266,87,179,7.8,2.8,13,0,0,1,22,0
401112094,13,Iowa State,41,597.15,1,489,117,372,8.9,3.3,24,1,0,2,82,0
401112098,3,Boston College,24,564.95,1,447,228,219,5.3,4.9,26,0,0,0,203,0
401112102,8,Texas,50,877.91,1,638,239,399,8.9,6.0,33,2,0,1,13,0
401112100,5,TCU,51,691.63,1,625,319,306,11.3,5.2,29,0,1,4,0,0
401112105,12,Oklahoma State,31,644.42,1,481,243,238,9.5,5.4,24,0,0,2,36,0
401119259,1,Ohio,41,337.17,1,466,278,188,8.2,7.3,23,2,0,4,38,0
401112482,7,Virginia Tech,34,696.39,1,485,224,261,9.3,5.6,25,0,0,3,30,0
401119268,4,Ohio,25,337.17,1,380,103,277,7.3,3.7,23,5,0,3,64,0
401132984,15,Appalachian State,45,412.32,1,416,267,149,8.8,5.2,20,1,1,1,26,0
401121964,11,Coastal Carolina,7,305.73,1,236,103,133,5.8,3.2,14,1,0,0,12,0
401121954,8,Arkansas State,20,447.87,1,473,170,303,8.9,3.5,27,1,0,2,77,0
401121945,5,Georgia Southern,24,411.8,1,252,215,37,3.1,3.8,18,0,0,0,29,0
401121971,12,South Alabama,27,381.38,1,468,352,116,7.7,7.0,23,1,0,1,115,0
401112143,1,West Virginia,20,639.11,1,294,34,260,6.2,1.4,13,0,0,8,54,0
401112089,7,West Virginia,14,639.11,1,190,41,149,6.0,1.5,12,3,1,3,110,0
401112090,8,Texas Tech,24,577.21,1,407,168,239,4.6,4.9,25,0,0,0,120,0
401112095,14,Kansas State,27,543.49,1,288,231,57,4.8,4.7,18,2,1,1,104,1
401112076,5,Baylor,23,668.9,1,411,104,307,6.8,3.1,24,0,0,3,25,0
401112092,11,Oklahoma,42,869.53,1,497,224,273,10.5,5.5,24,2,0,0,93,0
401114233,1,Washington,47,801.33,1,570,200,370,9.7,4.7,27,0,0,4,39,0
401114175,2,Washington,19,801.33,1,348,186,162,5.4,4.0,23,2,0,3,42,0
401114182,13,Stanford,20,787.59,1,344,61,283,8.1,2.5,15,2,0,3,54,0
401114179,9,Utah,35,620.35,1,473,231,242,11.0,4.6,23,0,0,6,0,0
401114183,14,UCLA,18,741.4,1,401,58,343,7.1,1.7,24,1,0,0,66,0
401114177,6,Oregon,17,817.7,1,404,190,214,6.5,4.8,25,3,0,8,52,0
401110801,4,Ole Miss,20,717.92,1,525,177,348,7.3,4.7,27,0,0,8,12,0
401112258,2,Penn State,45,857.34,1,357,78,279,12.7,3.3,14,1,1,1,29,0
401114348,3,Liberty,35,153.48,1,401,76,325,10.8,2.8,22,0,0,3,20,0
401119303,12,Kent State,30,313.22,1,284,119,165,6.6,3.0,18,1,0,0,158,0
401119281,8,Akron,0,312.81,1,196,3,193,4.9,0.1,11,4,0,0,0,0
401119270,5,Miami (OH),34,359.14,1,265,145,120,6.7,2.6,16,0,2,4,75,0
401119294,10,Eastern Michigan,14,317.49,1,210,25,185,7.4,1.5,6,1,0,1,41,0
401112259,3,Penn State,17,857.34,1,389,167,222,7.4,5.2,17,0,0,3,57,0
401112519,13,Virginia Tech,28,696.39,1,263,110,153,10.9,2.3,16,1,1,2,0,0
401112498,10,Georgia Tech,10,629.1,1,194,86,108,5.1,3.0,10,2,0,1,54,0
401112474,6,Duke,30,633.24,1,288,123,165,3.7,2.8,20,6,0,3,59,0
401112483,8,Syracuse,20,574.82,1,328,51,277,6.3,1.5,20,0,0,3,16,0
401110797,4,Alabama,49,984.96,1,514,176,338,13.5,5.0,24,1,0,2,1,0
401114260,3,Troy,42,388.67,1,528,24,504,11.7,1.5,22,0,1,1,203,1
401114311,12,UT San Antonio,17,471.36,1,422,97,325,8.1,2.6,20,3,0,1,66,0
401114298,9,Rice,6,397.04,1,139,8,131,4.2,0.3,14,1,0,0,50,0
401110780,2,Mississippi State,38,732.68,1,386,210,176,8.4,5.1,21,0,0,2,0,0
401114289,8,Louisiana Tech,45,501.25,1,476,151,325,15.5,3.8,19,2,2,4,65,0
401114322,14,Florida Atlantic,34,524.02,1,301,145,156,7.8,4.7,12,1,0,3,28,0
401110842,11,Alabama,41,984.96,1,541,123,418,10.5,4.4,22,2,1,5,91,0
401110805,4,Vanderbilt,38,605.06,1,374,145,229,5.9,4.3,17,2,1,4,0,0
401110778,2,Texas,38,877.91,1,530,121,409,8.5,3.3,30,0,0,4,0,0
401110828,8,Mississippi State,13,732.68,1,340,102,238,8.5,2.8,21,3,0,3,28,0
401110850,12,Ole Miss,37,717.92,1,614,402,212,7.9,9.1,26,1,0,3,30,0
401121934,1,Appalachian State,42,412.32,1,444,277,167,6.7,6.8,25,0,0,2,0,0
401110862,13,Vanderbilt,38,605.06,1,418,220,198,7.6,7.1,17,0,0,6,0,0
401117556,14,Air Force,20,151.86,1,305,162,143,20.4,2.9,18,1,0,2,0,0
401117523,7,San Diego State,26,504.19,1,329,120,209,6.5,3.3,21,0,0,1,63,0
401117541,11,Boise State,20,561.42,1,285,91,194,6.3,3.3,15,2,0,3,61,0
401117500,2,Texas State,14,348.47,1,444,50,394,7.3,2.3,27,3,0,1,79,0
401117546,12,Utah State,26,424.16,1,422,105,317,9.1,2.4,22,2,0,2,76,0
401117509,4,Tulsa,24,424.54,1,437,83,354,7.1,1.9,27,1,0,1,0,0
401121939,3,Coastal Carolina,46,305.73,1,521,401,120,4.0,6.8,31,1,0,4,38,0
401114242,1,Old Dominion,24,374.74,1,292,134,158,6.6,3.4,20,2,0,4,56,0
401121952,7,Coastal Carolina,21,305.73,1,322,105,217,7.0,3.9,15,2,0,2,12,0
401110730,1,Tennessee,30,830.34,1,404,93,311,7.8,3.0,21,3,0,4,72,0
401119264,3,Western Michigan,57,452.05,1,694,450,244,11.6,10.2,25,0,0,4,46,0
401121966,11,Louisiana Monroe,45,346.03,1,590,299,291,8.8,6.5,28,1,0,1,42,0
401121981,14,Georgia Southern,38,411.8,1,352,279,73,7.3,5.9,22,0,0,5,48,0
401121942,4,Texas State,37,348.47,1,350,221,129,5.2,4.4,20,0,0,4,26,0
401117857,1,Navy,45,335.4,1,531,428,103,11.4,6.4,28,1,0,3,0,0
401112471,5,Syracuse,41,574.82,1,429,143,286,7.9,4.0,19,3,0,5,52,0
401110795,3,Tennessee,45,830.34,1,360,195,165,8.7,5.1,22,0,1,0,58,0
401112139,1,Texas Tech,45,577.21,1,691,255,436,7.9,6.4,35,1,0,1,19,0
401110721,1,Arkansas,20,707.72,1,395,204,191,5.5,4.9,26,1,0,6,16,0
401117503,3,Boise State,45,561.42,1,491,150,341,9.2,4.8,22,1,1,12,108,1
401110843,11,Arkansas,19,707.72,1,340,253,87,3.3,9.0,12,2,0,0,101,0
401114297,9,Marshall,26,489.63,1,401,171,230,7.0,5.0,20,0,0,8,24,0
401114318,13,Southern Mississippi,10,456.29,1,388,98,290,7.4,2.9,22,3,0,0,47,0
401114276,6,Old Dominion,3,374.74,1,163,55,108,3.9,1.8,11,1,0,1,20,0
401114248,2,Florida International,14,532.88,1,217,151,66,3.7,3.3,14,0,2,0,12,0
401112435,1,Boston College,35,564.95,1,432,157,275,10.2,3.3,18,1,0,4,55,0
401112521,14,Virginia,39,580.28,1,492,181,311,9.4,7.2,14,1,0,6,21,0
401112511,12,Georgia Tech,0,629.1,1,134,53,81,3.2,1.7,8,2,0,1,92,0
401112501,10,Notre Dame,21,843.29,1,442,106,336,6.3,2.8,25,3,0,4,38,0
401112476,6,Miami,35,815.12,1,563,94,469,8.5,4.1,27,5,0,2,22,0
401112438,2,Boston College,45,564.95,1,518,346,172,10.8,6.9,24,0,0,1,28,0
401114212,14,Stanford,24,787.59,1,394,118,276,5.9,4.2,26,2,0,1,108,0
401112227,9,Michigan,45,853.4,1,437,303,134,9.6,5.3,23,0,0,4,23,0
401112436,1,Louisville,17,645.84,1,383,249,134,4.8,5.3,21,3,0,6,59,0
401110800,4,Georgia,23,960.16,1,339,152,187,7.2,4.6,18,1,0,0,20,0
401111654,11,Duke,7,633.24,1,197,95,102,3.3,3.2,10,2,0,1,122,0
401117495,1,New Mexico,39,401.9,1,485,145,340,8.5,4.5,20,0,0,6,79,0
401114349,4,Liberty,62,153.48,1,575,256,319,18.8,6.7,21,1,2,4,110,0
401121936,2,Georgia Southern,26,411.8,1,458,395,63,7.0,7.6,16,1,0,2,44,0
401121935,1,Troy,43,388.67,1,527,245,282,9.7,6.6,25,1,0,10,56,0
401121944,5,Troy,43,388.67,1,503,119,384,6.5,3.5,29,2,0,6,130,0
401121961,10,Louisiana Monroe,41,346.03,1,448,233,215,5.7,6.1,21,1,0,4,51,0
401117502,2,UNLV,17,462.72,1,300,188,112,4.3,4.5,14,1,0,0,21,0
401110788,3,Georgia,55,960.16,1,656,268,388,11.8,8.1,27,0,0,8,0,0
401121979,14,South Alabama,34,381.38,1,495,216,279,9.0,4.5,26,2,0,3,104,0
401121949,6,Georgia State,52,369.05,1,722,340,382,9.3,5.9,39,0,0,6,0,0
401114245,1,UT San Antonio,35,471.36,1,490,284,206,5.6,6.0,28,2,0,8,0,0
401114345,12,New Mexico State,41,269.79,1,611,295,316,8.3,6.3,28,3,1,6,66,0
401114243,1,Southern Mississippi,38,456.29,1,389,96,293,10.5,3.1,16,2,2,8,106,1
401119257,1,Northern Illinois,24,397.98,1,389,90,299,9.1,2.6,17,1,1,1,42,0
401119258,1,Western Michigan,48,452.05,1,458,90,368,14.7,2.7,23,0,0,6,143,0
401121941,4,Arkansas State,41,447.87,1,474,117,357,10.8,4.3,22,0,0,4,85,0
401114354,2,UMass,20,358.88,1,321,123,198,7.3,2.6,15,2,0,2,55,0
401112106,1,Kansas State,49,543.49,1,573,361,212,9.6,6.2,33,0,2,0,70,0
401121947,5,Texas State,24,348.47,1,362,109,253,8.7,3.2,16,1,0,2,61,0
401112073,1,Baylor,56,668.9,1,518,268,250,6.8,7.2,30,1,0,6,35,0
401117533,9,Wyoming,31,397.9,1,479,258,221,11.6,5.9,22,1,0,4,0,0
401114266,4,UTEP,21,355.31,1,278,162,116,6.8,3.4,17,3,0,0,14,0
401117542,11,San Diego State,13,504.19,1,309,113,196,5.6,2.9,18,1,0,2,50,0
401114193,2,Oregon,77,817.7,1,623,221,402,11.5,5.7,28,1,1,5,46,0
401117527,8,Utah State,36,424.16,1,418,244,174,5.3,5.5,22,2,1,3,119,1
401117551,13,Fresno State,28,482.79,1,331,53,278,7.3,2.1,18,1,0,2,39,0
401112470,5,Pittsburgh,17,637.95,1,443,172,271,7.3,4.4,21,2,0,6,20,0
401114241,1,North Texas,51,457.24,1,575,192,383,10.1,5.6,26,1,2,4,214,1
401110860,13,Mississippi State,45,732.68,1,577,372,205,6.8,9.3,26,0,0,4,41,0
401110854,12,Vanderbilt,14,605.06,1,198,108,90,3.8,4.3,13,1,1,1,0,0
401110810,5,South Carolina,24,762.68,1,387,247,140,5.2,5.4,21,1,0,4,0,0
401110802,4,Mississippi State,28,732.68,1,421,241,180,8.2,6.0,22,2,2,6,0,0
401110826,8,Georgia,21,960.16,1,270,235,35,2.9,5.5,14,0,0,2,0,0
401110856,13,Auburn,52,843.93,1,534,296,238,7.7,5.8,27,0,0,2,12,0
401110790,3,LSU,65,906.17,1,610,122,488,14.8,3.5,31,1,2,1,76,0
401128468,1,Louisiana Monroe,31,346.03,1,501,315,186,6.6,8.1,24,1,0,0,60,0
401114250,2,Louisiana Tech,20,501.25,1,390,170,220,8.8,4.1,20,0,0,3,75,0
401114244,1,UTEP,36,355.31,1,508,240,268,13.4,5.2,20,2,0,2,0,0
401112129,1,TCU,39,691.63,1,484,200,284,6.3,5.6,25,2,0,4,23,0
401117497,1,UNLV,56,462.72,1,534,331,203,7.3,7.4,27,1,0,8,32,0
401112115,2,Oklahoma,70,869.53,1,733,310,423,14.1,7.9,28,0,1,2,0,0
401112442,2,Louisville,42,645.84,1,542,322,220,11.0,8.5,23,1,0,10,0,0
401112437,2,Virginia,52,580.28,1,511,216,295,8.2,6.2,25,4,2,7,151,1
401116697,4,East Carolina,19,468.23,1,480,270,210,6.2,5.6,25,0,0,2,0,0
401112455,3,Virginia Tech,24,696.39,1,350,227,123,5.9,5.3,18,2,0,4,10,0
401121937,2,Georgia State,48,369.05,1,566,204,362,9.8,5.2,29,0,0,3,32,0
401110793,3,Missouri,50,642.83,1,501,259,242,9.7,6.5,19,1,2,3,0,0
401110782,2,South Carolina,72,762.68,1,775,493,282,9.1,13.0,29,2,0,2,11,0
401119262,2,Miami (OH),48,359.14,1,349,190,159,8.8,4.8,14,1,2,1,73,0
401112158,2,Indiana,52,603.81,1,555,114,441,10.8,3.4,26,0,0,6,14,0
401117498,2,Colorado State,38,518.83,1,582,189,393,12.3,5.3,25,2,0,7,19,0
401110776,2,Georgia,63,960.16,1,561,269,292,11.7,6.7,25,2,1,6,37,0
401119265,3,Toledo,45,451.43,1,538,190,348,11.2,5.4,23,0,0,4,14,0
401112439,2,Duke,45,633.24,1,574,210,364,8.3,4.6,31,2,0,2,73,0
401114252,2,Middle Tennessee,45,450.79,1,604,237,367,12.2,8.5,31,2,0,0,50,0
401121938,2,South Alabama,37,381.38,1,538,413,125,6.6,6.9,29,3,0,2,63,0
401112123,2,Oklahoma State,56,644.42,1,580,167,413,12.9,3.8,25,2,2,2,0,0
401114194,3,Oregon,35,817.7,1,560,247,313,7.3,6.5,30,0,0,8,27,0
401117499,2,Utah State,62,424.16,1,717,325,392,8.7,7.7,35,1,1,0,65,0
401110791,3,Ole Miss,40,717.92,1,459,220,239,8.0,4.4,24,2,1,6,172,1
401117861,2,Houston,37,597.62,1,380,236,144,5.3,5.6,20,2,0,3,0,0
401114165,2,Arizona,65,570.07,1,720,431,289,10.3,9.4,27,0,0,1,69,0
401112454,3,Miami,63,815.12,1,590,257,333,9.8,6.9,25,0,0,3,37,0
401119267,4,Eastern Michigan,34,317.49,1,373,94,279,7.2,3.2,21,2,2,4,38,0
401110723,1,Miami,20,815.12,0,301,87,214,7.1,2.4,20,1,0,2,32,0
401112497,10,Miami,27,815.12,0,353,40,313,8.5,1.7,13,1,0,9,13,0
401112443,2,Miami,25,815.12,0,488,179,309,7.9,4.8,27,0,0,8,15,0
401112494,9,Miami,16,815.12,0,208,54,154,4.8,2.0,12,1,0,4,27,0
401112523,14,Miami,17,815.12,0,259,98,161,4.6,2.4,15,1,0,6,98,0
401112517,13,Miami,24,815.12,0,413,164,249,6.9,5.3,26,3,0,0,76,0
401110775,2,UT Martin,0,93.72,0,194,54,140,6.1,2.0,8,1,0,1,38,0
401110858,13,UT Martin,7,93.72,0,204,-12,216,5.7,-0.4,14,3,0,0,50,0
401110799,4,Tennessee,3,830.34,0,239,88,151,5.4,3.3,12,4,0,2,0,0
401110846,11,Tennessee,17,830.34,0,296,83,213,8.5,3.8,13,1,0,2,0,0
401110824,8,Tennessee,13,830.34,0,231,114,117,4.9,3.1,18,2,0,4,79,0
401110861,13,Tennessee,24,830.34,0,526,111,415,10.1,3.5,26,1,0,2,0,0
401110809,5,Towson,0,135.03,0,248,65,183,5.7,2.2,17,3,0,6,38,0
401110812,6,Auburn,13,843.93,0,269,124,145,5.4,3.6,12,4,0,4,22,0
401110804,4,Auburn,28,843.93,0,299,193,106,5.0,4.6,16,0,0,3,31,0
401110825,8,Auburn,51,843.93,0,491,298,193,10.2,5.8,24,1,0,6,48,0
401110833,9,Auburn,20,843.93,0,287,130,157,4.4,3.9,16,1,0,6,59,0
401110838,10,Georgia,24,960.16,0,398,119,279,9.3,3.2,20,0,0,2,63,0
401110816,6,Georgia,43,960.16,0,526,238,288,9.9,5.8,26,0,1,3,0,0
401110732,1,Georgia,30,960.16,0,479,323,156,6.8,8.1,25,1,0,4,41,0
401110849,12,Georgia,21,960.16,0,251,141,110,3.9,3.9,16,0,0,2,20,0
401132981,15,Georgia,10,960.16,0,286,61,225,5.2,2.4,20,2,0,2,0,0
401110867,14,Georgia,52,960.16,0,500,219,281,8.8,5.5,26,3,0,1,22,0
401110844,11,Vanderbilt,0,605.06,0,128,51,77,3.7,1.3,12,3,0,2,81,0
401110871,14,Vanderbilt,10,605.06,0,279,110,169,4.7,3.7,18,0,0,0,35,0
401110785,2,Vanderbilt,24,605.06,0,491,71,420,8.8,2.6,23,1,0,0,20,0
401110839,10,Vanderbilt,7,605.06,0,189,113,76,3.6,3.9,12,2,0,0,55,0
401110814,6,Vanderbilt,6,605.06,0,264,62,202,4.4,2.3,17,0,0,6,19,0
401110866,14,Florida State,17,878.07,0,250,69,181,7.2,2.2,13,0,0,0,42,0
401112479,7,Florida State,14,878.07,0,253,103,150,4.3,4.5,10,4,0,0,42,0
401112487,8,Florida State,20,878.07,0,449,169,280,6.5,3.7,28,2,0,0,34,0
401112502,11,Florida State,38,878.07,0,524,178,346,13.3,5.7,19,0,0,1,80,0
401112451,3,Florida State,24,878.07,0,329,95,234,6.3,3.3,21,0,0,2,0,0
401114164,1,Arizona,38,570.07,0,539,178,361,9.3,5.6,27,2,0,2,44,0
401114163,14,Arizona,14,570.07,0,383,155,228,6.0,4.8,19,3,0,3,89,0
401114167,6,Arizona,35,570.07,0,487,83,404,9.9,3.2,22,1,0,0,78,0
401114170,9,Arizona,31,570.07,0,495,222,273,6.8,6.0,29,2,0,0,31,0
401114169,8,Arizona,14,570.07,0,385,138,247,6.5,3.7,22,3,0,4,168,0
401114172,12,Arizona,6,570.07,0,240,108,132,4.4,2.8,17,0,0,3,94,0
401114200,2,Oregon State,28,595.5,0,432,263,169,5.1,6.1,24,0,0,6,61,0
401114178,8,Oregon State,21,595.5,0,282,108,174,5.1,2.6,18,0,0,18,59,0
401114206,13,Oregon State,53,595.5,0,601,193,408,10.2,5.8,25,1,0,1,22,0
401114203,6,Oregon State,48,595.5,0,448,163,285,11.0,5.1,20,0,0,6,0,0
401114199,14,Oregon State,10,595.5,0,380,137,243,5.9,4.0,20,1,0,2,51,0
401114171,10,Oregon State,56,595.5,0,572,244,328,12.6,5.8,31,0,0,4,0,0
401117511,4,Central Arkansas,16,38.51,0,335,146,189,3.6,6.3,18,1,0,1,69,0
401114246,1,Central Arkansas,35,38.51,0,424,20,404,13.9,0.7,17,0,0,2,42,0
401117525,8,Air Force,56,151.86,0,522,353,169,24.1,6.9,22,0,2,4,1,0
401114185,3,Air Force,30,151.86,0,439,284,155,12.9,5.5,22,3,0,4,0,0
401117516,6,Air Force,25,151.86,0,354,108,246,9.5,2.4,15,3,0,1,18,0
401183793,13,Air Force,44,151.86,0,540,213,327,32.7,4.7,20,1,0,1,0,0
401117506,4,Air Force,19,151.86,0,355,242,113,8.7,4.7,19,1,0,1,0,0
401117544,12,Air Force,38,151.86,0,353,227,126,11.5,4.5,19,2,1,8,0,0
401117537,10,Fresno State,41,482.79,0,514,290,224,8.0,7.3,26,2,0,1,55,0
401117557,14,Fresno State,16,482.79,0,352,188,164,6.1,4.6,18,1,0,4,0,0
401117520,7,Fresno State,24,482.79,0,268,59,209,7.7,3.9,12,1,0,0,51,0
401117547,12,Fresno State,7,482.79,0,205,70,135,5.4,2.6,13,3,0,1,42,0
401114218,1,Fresno State,23,482.79,0,462,206,256,6.6,5.2,22,3,0,2,74,0
401114341,5,Fresno State,30,482.79,0,386,239,147,4.7,6.3,18,1,1,1,0,0
401117543,11,San José State,40,433.33,0,497,122,375,8.3,4.7,28,0,0,0,26,0
401114330,9,San José State,34,433.33,0,402,88,314,10.1,4.9,19,0,0,10,92,0
401117524,7,San José State,38,433.33,0,420,15,405,9.0,0.9,16,2,0,2,18,0
401117512,5,San José State,24,433.33,0,378,98,280,6.7,3.2,25,0,0,0,0,0
401110798,4,San José State,31,433.33,0,503,101,402,8.2,4.2,27,1,0,0,0,0
401117553,13,San José State,35,433.33,0,564,99,465,8.3,4.7,26,5,0,0,54,0
401117552,13,San Diego State,11,504.19,0,318,89,229,5.7,3.4,21,0,0,3,0,0
401117529,8,San Diego State,27,504.19,0,348,260,88,4.4,4.7,22,0,1,2,121,1
401117534,9,San Diego State,20,504.19,0,335,150,185,8.0,4.1,18,1,2,3,37,0
401117518,6,San Diego State,24,504.19,0,238,91,147,7.4,2.1,14,0,0,4,33,0
401114214,2,San Diego State,23,504.19,0,373,80,293,9.5,1.7,22,0,0,6,0,0
401114339,3,San Diego State,31,504.19,0,397,281,116,4.5,6.0,24,1,0,12,14,0
401114334,14,Army,31,265.19,0,538,411,127,11.5,6.5,23,2,0,1,42,0
401114285,7,Army,8,265.19,0,208,137,71,5.9,3.8,10,0,0,2,0,0
401114331,10,Army,13,265.19,0,343,129,214,15.3,3.4,14,0,0,0,0,0
401114335,15,Army,7,265.19,0,148,123,25,4.2,2.6,9,2,0,1,42,0
401114261,3,Army,31,265.19,0,358,340,18,9.0,6.2,22,2,0,5,0,0
401112223,2,Army,21,265.19,0,243,200,43,8.6,3.3,15,3,0,4,0,0
401114329,8,Army,21,265.19,0,343,278,65,5.9,4.6,20,2,0,0,0,0
